1,0.907537446,0.851833477,0.82791056,0.515433251,0.472615342,0.845908146,0.812514072,0.536938932,0.450038708,0.803269206,0.743506507,0.75404139,0.707095709,0.515035193,0.467286384,0.702862865,0.687081997,0.741071043,0.746585801,0.420598138,0.401757611,0.667095597,0.701297536,0.616183401,0.596146181,0.455405298,0.430426893,0.612725538,0.536052312,0.539068931,0.527775143,0.652627426,0.651934685,0.528993126,0.482590252,0.386359394,0.351056294,0.288608358,0.278215488,0.342573788,0.27802393,0.55997306,0.560327439,0.674058789,0.674397193,0.600059789,0.550289098,0.678385046,0.657721437,0.625828692,0.58392982,0.4841372,0.38078887,0.560536377,0.462662838,0.940444736,0.880064923,0.783644758,0.763454764,0.783679908,0.728815123,0.751494953,0.692737925,0.633815006,0.640333019,0.753040009,0.72328604,0.776593921,0.745944567,0.318465872,0.351016879,0.523648003,0.547363464,0.351332972,0.27952085,0.519528057,0.490415551,0.546126372,0.524216326,0.694328783,0.626479406,0.436989379,0.410543199,0.563027307,0.529962174,0.257240307,0.260172829,0.394676283,0.348732834,0.418830949,0.4087181,0.183478411,0.226644762,0.193262166,0.212835918,0.38828157,0.376205977,0.525600295,0.497052316,0.134018764,0.131197182,0.121572242,0.098107436,0.06069811,0.11256086,-0.107011642,-0.038633151,0.253397489,0.24049358,0.365160896,0.436253863,0.346557157,0.200219489,0.251073974,0.139799927
0.907537446,1,0.816581181,0.862951323,0.503569205,0.494950199,0.777973248,0.832186242,0.515329172,0.479016239,0.696391138,0.762383859,0.684021857,0.73506539,0.465489651,0.480713425,0.637228017,0.705743547,0.739031507,0.80024124,0.391233009,0.410670283,0.659304877,0.731405412,0.626277286,0.621075681,0.446707388,0.432699053,0.553398884,0.559187893,0.536948474,0.525102498,0.608499895,0.634515488,0.454464363,0.450114432,0.34706804,0.37403483,0.233408728,0.286024131,0.279345137,0.312204901,0.522472534,0.550269454,0.649581383,0.684587601,0.536434013,0.550108466,0.636380124,0.677870896,0.549254013,0.599682619,0.392438227,0.386145113,0.472292621,0.467255206,0.868064098,0.949643398,0.742088275,0.802363358,0.683282291,0.752554068,0.65132063,0.721423822,0.546957376,0.648407501,0.717254016,0.722575293,0.808804445,0.821289998,0.289410464,0.357688894,0.486955983,0.552976237,0.289073004,0.301800762,0.487270089,0.501553631,0.479522139,0.551937433,0.618559803,0.661051857,0.388144957,0.473437515,0.474189152,0.549803609,0.235910655,0.301345626,0.320802154,0.351151413,0.440293644,0.435112324,0.231128154,0.256108062,0.20622654,0.242834322,0.383307292,0.395092492,0.51082184,0.516784655,0.173488803,0.1612511,0.151130598,0.12837819,0.06963314,0.116170675,-0.04618879,0.050442727,0.260046106,0.259140218,0.37847603,0.439701723,0.360339667,0.216038641,0.257322867,0.134092755
0.851833477,0.816581181,1,0.917491156,0.698927046,0.629831325,0.940114005,0.893838247,0.696341726,0.583328597,0.793524376,0.793627419,0.820773545,0.793788342,0.625617289,0.582478514,0.671919735,0.701936687,0.740503755,0.720048283,0.525832764,0.513922849,0.817446814,0.844571136,0.768483166,0.740976486,0.611880426,0.574662778,0.68103318,0.646991727,0.643199386,0.600519916,0.65859044,0.671558221,0.644016352,0.568707164,0.481830285,0.470108198,0.398307557,0.418916493,0.383866422,0.336897154,0.544911616,0.547041075,0.672267306,0.660754987,0.571560057,0.548398986,0.638231944,0.644615415,0.63156769,0.618544865,0.496774681,0.425182412,0.602053581,0.53794243,0.773728014,0.791959839,0.744073725,0.7460788,0.775512862,0.78138412,0.744438339,0.74175592,0.721534657,0.737553381,0.790787914,0.772014025,0.669421542,0.653114686,0.46096544,0.495238206,0.517549696,0.543143435,0.293292261,0.249368599,0.579139112,0.569998754,0.533530966,0.563154941,0.707514289,0.701993093,0.526967086,0.548436466,0.668580102,0.658783423,0.388409615,0.394107274,0.548053708,0.491975757,0.488651807,0.520890945,0.299709165,0.348901947,0.146884933,0.221721666,0.319811489,0.330376904,0.479236553,0.471372547,0.209479229,0.241818306,0.135687571,0.128161995,0.066440556,0.137123005,-0.04215354,0.045023027,0.201887835,0.22143767,0.302512594,0.360380085,0.285284303,0.118882658,0.169857784,0.088905416
0.82791056,0.862951323,0.917491156,1,0.663024887,0.688727174,0.87574928,0.943116187,0.651265089,0.62054304,0.757240434,0.829092694,0.77217371,0.822419915,0.600353315,0.621818295,0.657575527,0.734850265,0.728014731,0.770426753,0.546089993,0.568205166,0.797006354,0.89738138,0.76877128,0.780590502,0.615909205,0.619283394,0.673851948,0.692653865,0.659669362,0.650894681,0.635725696,0.703895537,0.63129102,0.621455539,0.469744288,0.513571746,0.388293165,0.466918892,0.379144387,0.398611725,0.52726522,0.565381141,0.649651567,0.678648369,0.556931175,0.562943501,0.604711527,0.656820766,0.586456526,0.633911815,0.455107668,0.451555918,0.577392746,0.585578045,0.756770758,0.837574602,0.709476751,0.753339485,0.725679856,0.808105232,0.69027209,0.790987034,0.661484065,0.755382496,0.766593047,0.804733853,0.683520168,0.694175215,0.437447656,0.508770072,0.504478507,0.573591625,0.263804391,0.269618226,0.574884027,0.624968981,0.536041913,0.590073827,0.672812259,0.728935714,0.515164836,0.578659043,0.610209109,0.69490691,0.375934169,0.437139052,0.509308757,0.53568553,0.473410759,0.466101233,0.285110944,0.302519864,0.156548598,0.20312202,0.319242323,0.323024405,0.455290466,0.425582909,0.250488089,0.206064705,0.172715754,0.111147109,0.088043901,0.112589547,-0.007090602,0.066698708,0.204851206,0.218499698,0.298062269,0.332032818,0.247323998,0.09768661,0.148703556,0.073367453
0.515433251,0.503569205,0.698927046,0.663024887,1,0.907274304,0.725090986,0.708314313,0.921475463,0.839589415,0.679053695,0.676638463,0.768171319,0.754711897,0.849701821,0.785473556,0.624246984,0.642663942,0.458137083,0.432666741,0.6232247,0.610028735,0.652152207,0.667586486,0.851400798,0.827224857,0.909267362,0.866149424,0.685362008,0.657736446,0.656742835,0.66176235,0.557315877,0.625538898,0.552374417,0.48163509,0.354864598,0.328020608,0.456358777,0.444787668,0.315283477,0.274462123,0.517362075,0.471481983,0.535180296,0.514245026,0.497395153,0.472312119,0.485023938,0.501674764,0.569945469,0.564784365,0.550824603,0.54754999,0.61090258,0.594841649,0.484890324,0.516666372,0.444275794,0.418862473,0.58588776,0.574210961,0.629998152,0.633957772,0.606706557,0.6055872,0.546249366,0.543329659,0.350763693,0.340677234,0.335236697,0.378124698,0.498650323,0.50108967,0.293721574,0.256841655,0.406535946,0.418810655,0.540733846,0.527794288,0.651923442,0.640089017,0.523172059,0.53635795,0.681935237,0.670043863,0.567139685,0.545542302,0.707913535,0.669586929,0.503344171,0.553888469,0.497635356,0.560488226,0.022804372,0.148659757,0.183506059,0.241871697,0.346296476,0.329736349,0.469086585,0.5341919,0.352787158,0.375865289,0.154715933,0.202580457,-0.026024431,0.077366258,0.029702079,0.039515307,0.067885011,0.165163203,0.194796089,0.166034799,0.065130188,-0.116608678
0.472615342,0.494950199,0.629831325,0.688727174,0.907274304,1,0.647532476,0.715748565,0.838404339,0.901558669,0.601710364,0.679948605,0.667552244,0.746545493,0.781447136,0.831497017,0.542483065,0.637449442,0.432074185,0.452930374,0.58870358,0.622350088,0.605060939,0.68303649,0.799302443,0.839856017,0.871275279,0.887809196,0.60992923,0.672716526,0.622604853,0.678871342,0.525901709,0.646155259,0.525213839,0.515915596,0.30227629,0.352179211,0.42269025,0.500830123,0.275868577,0.297679439,0.512046832,0.480312024,0.499943931,0.516989013,0.489251056,0.494898942,0.452412741,0.489324467,0.520165477,0.548802554,0.510536701,0.568467992,0.566021629,0.635008355,0.444442067,0.511353354,0.397239404,0.400051227,0.510381585,0.567432329,0.536543438,0.629930713,0.531272521,0.593496073,0.505858463,0.544889313,0.328152319,0.330580954,0.266816012,0.345935159,0.433275757,0.49061237,0.23307236,0.240180679,0.348067508,0.429797442,0.493995655,0.530024913,0.565215318,0.630472467,0.490950553,0.561206018,0.598712541,0.677574866,0.541335134,0.617023913,0.652962225,0.72592264,0.526609449,0.529043088,0.536091371,0.566107863,0.034673338,0.153342689,0.188639391,0.26152716,0.339687444,0.317230279,0.554066427,0.551530271,0.42052824,0.389751002,0.197695019,0.1981121,0.01562926,0.081037303,0.037375186,0.049844876,0.066038546,0.153877382,0.202603877,0.157971246,0.058202551,-0.136232114
0.845908146,0.777973248,0.940114005,0.87574928,0.725090986,0.647532476,1,0.927549781,0.770958136,0.638628332,0.850881187,0.798808719,0.907427745,0.84090355,0.679056326,0.601595555,0.709594237,0.696858349,0.652333517,0.637382288,0.4981615,0.470317436,0.767494007,0.789877505,0.764151597,0.723189835,0.616032882,0.576963523,0.686246911,0.626632156,0.62066883,0.575710255,0.673211683,0.694651395,0.670041278,0.58487892,0.458658047,0.424395772,0.378409687,0.388410517,0.3569178,0.279951038,0.555335459,0.540662263,0.684980472,0.668683979,0.568179309,0.534397654,0.662518518,0.657504046,0.669219034,0.645883233,0.543328839,0.473857496,0.606351104,0.521013617,0.786599578,0.767649336,0.73609529,0.715542909,0.816472673,0.791055354,0.809907449,0.77307197,0.763498226,0.768228127,0.794214965,0.773984969,0.583457426,0.580513651,0.43604207,0.468054993,0.53242179,0.539179264,0.283947418,0.235256564,0.589334383,0.576620499,0.575870001,0.563711129,0.7587541,0.714648248,0.510563768,0.51531045,0.724384088,0.684877872,0.410295948,0.40166051,0.589873037,0.515628789,0.461485265,0.49282155,0.306428686,0.361295895,0.086843559,0.152001132,0.262063647,0.265433256,0.430514204,0.407694914,0.223392391,0.269565832,0.145136024,0.139146568,0.036140746,0.106344797,-0.072741835,0.038341512,0.15406243,0.164720867,0.245927506,0.299208533,0.214057355,0.076130681,0.122862076,0.039314463
0.812514072,0.832186242,0.893838247,0.943116187,0.708314313,0.715748565,0.927549781,1,0.732596415,0.695194925,0.795258381,0.867400584,0.84257393,0.898455049,0.644974269,0.661545983,0.672505943,0.746623646,0.650096916,0.678028767,0.511490833,0.525927954,0.767041318,0.852270417,0.786248093,0.78439604,0.62751429,0.623644015,0.668082542,0.692641667,0.634403553,0.633200113,0.636848847,0.717030619,0.651131101,0.630880471,0.433064215,0.477252233,0.346193923,0.435291955,0.340133565,0.351611794,0.529279196,0.55190495,0.663902115,0.691673842,0.53571777,0.556314537,0.629474298,0.676280857,0.619134588,0.66894511,0.484545479,0.496855282,0.560554829,0.56450789,0.754845426,0.819728615,0.707763179,0.736944356,0.7577527,0.831155069,0.751940132,0.836166879,0.715387177,0.806876095,0.769515345,0.803921376,0.59697043,0.616239783,0.425192041,0.489393106,0.510338455,0.571461642,0.258423157,0.247200973,0.566014448,0.613753478,0.552583703,0.602995471,0.711491858,0.764644522,0.489724518,0.567698051,0.663192214,0.742286187,0.370252941,0.442172091,0.543468855,0.568568301,0.464008501,0.480261975,0.316557735,0.345307027,0.099372665,0.16089203,0.261102656,0.279985827,0.422451516,0.398856159,0.264760755,0.257224341,0.176377838,0.128800016,0.050110514,0.084350702,-0.040999369,0.05028849,0.163272582,0.172376273,0.260981619,0.291238707,0.194807578,0.068191546,0.108819951,0.02143685
0.536938932,0.515329172,0.696341726,0.651265089,0.921475463,0.838404339,0.770958136,0.732596415,1,0.895567226,0.701915266,0.682978044,0.817734895,0.7944986,0.866837599,0.801445523,0.601428684,0.607385988,0.452738693,0.421332549,0.492850575,0.477410856,0.624183223,0.640948809,0.773977109,0.730121383,0.782747329,0.736400902,0.609274879,0.594466194,0.578618112,0.568260932,0.576834282,0.628707769,0.528340896,0.436643725,0.280320496,0.2482186,0.369727733,0.369352812,0.21770973,0.167845021,0.518495165,0.457353213,0.543558002,0.536405147,0.472540831,0.445192789,0.522156974,0.535681117,0.596606494,0.612161865,0.573354161,0.592944807,0.563593534,0.551176608,0.521609152,0.535429606,0.46541729,0.434543652,0.606109738,0.587768407,0.664745387,0.659979969,0.616890973,0.624031706,0.557518435,0.54251185,0.355716288,0.34608514,0.273201072,0.310703873,0.429548953,0.423429656,0.198271795,0.192140942,0.369843542,0.378583675,0.523831938,0.506237745,0.656869893,0.646673244,0.495395749,0.523950399,0.688540034,0.680301107,0.575635853,0.569114962,0.676854966,0.655071398,0.502084138,0.556927418,0.549208605,0.603008964,-0.029183468,0.101921903,0.148483118,0.203124554,0.308611045,0.284297326,0.460544563,0.555257917,0.330680524,0.351058576,0.123306663,0.172896357,-0.046592387,0.080449972,-0.00655051,0.013482409,0.052350007,0.144983965,0.190804926,0.151675829,0.040461606,-0.140364981
0.450038708,0.479016239,0.583328597,0.62054304,0.839589415,0.901558669,0.638628332,0.695194925,0.895567226,1,0.574171747,0.668626256,0.668228109,0.77267423,0.780826353,0.867285072,0.477077189,0.583303821,0.396476066,0.395802983,0.417385116,0.449030406,0.546458295,0.609939993,0.69528539,0.707081539,0.741699239,0.732679574,0.484852254,0.567440081,0.490968157,0.537199047,0.504053748,0.60628236,0.463179414,0.43267495,0.174592606,0.221032248,0.277506415,0.370477756,0.114420639,0.161535985,0.486556557,0.45949633,0.497949595,0.528216216,0.426272561,0.443042153,0.477379262,0.51823506,0.538519657,0.600460403,0.51521658,0.614999757,0.483447695,0.567057131,0.447517488,0.507421074,0.394444968,0.391047403,0.515809081,0.56038417,0.553584644,0.645576107,0.530415649,0.595942827,0.483538011,0.51442857,0.30140628,0.292478589,0.174048409,0.234612194,0.337845826,0.37374951,0.13177979,0.173633742,0.273440866,0.338325612,0.438273624,0.479480354,0.541016859,0.637691706,0.42060421,0.538280901,0.590941325,0.688683891,0.5127841,0.623681158,0.610545022,0.709931941,0.513725301,0.537439043,0.604680489,0.628062782,-0.019844063,0.094162048,0.12846004,0.216491104,0.288612934,0.269533196,0.537913485,0.598830387,0.390138563,0.39172283,0.174681853,0.178223944,-0.038559845,0.065857428,-0.012491799,0.002927605,0.018034668,0.10590153,0.184890517,0.1661926,0.024290499,-0.16762613
